time,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,windspeed_10m_max,district
2022-04-19,24.8,13.3,0.0,28,17.3,Nainital
2022-04-20,24.6,15.9,0.0,26,14.8,Nainital
2022-04-21,20.6,12.0,3.7,46,12.4,Nainital
2022-04-22,21.0,11.9,0.7,44,13.0,Nainital
2022-04-23,22.6,8.9,0.0,38,13.7,Nainital
2022-04-24,22.6,11.1,0.0,27,14.2,Nainital
2022-04-25,23.5,11.7,0.0,28,15.0,Nainital
2022-04-26,24.1,13.0,0.1,27,12.4,Nainital
2022-04-27,24.2,14.0,0.0,29,12.8,Nainital
2022-04-28,24.3,15.3,0.0,32,11.5,Nainital
2022-04-29,24.8,13.1,0.0,31,15.8,Nainital
2022-04-30,24.2,14.9,0.0,35,14.8,Nainital
2022-05-01,20.7,12.9,6.5,58,12.3,Nainital
2022-05-02,19.5,12.1,4.5,69,11.8,Nainital
2022-05-03,20.2,11.7,2.2,72,7.9,Nainital
2022-05-04,18.8,12.5,10.2,73,9.8,Nainital
2022-05-05,17.7,11.3,5.3,68,10.2,Nainital
2022-05-06,18.3,13.0,1.5,62,12.3,Nainital
2022-05-07,19.4,11.7,1.1,71,11.4,Nainital
2022-05-08,18.9,12.1,3.2,71,10.8,Nainital
2022-05-09,19.6,11.0,4.4,75,8.1,Nainital
2022-05-10,18.9,10.3,9.1,79,8.4,Nainital
2022-05-11,19.2,12.7,6.0,79,7.1,Nainital
2022-05-12,19.9,12.4,5.6,79,9.3,Nainital
2022-05-13,20.7,13.1,4.4,77,11.3,Nainital
2022-05-14,22.5,13.3,0.2,63,14.3,Nainital
2022-05-15,24.6,15.0,0.0,61,14.5,Nainital
2022-05-16,22.4,14.6,4.8,65,6.7,Nainital
2022-05-17,19.7,11.0,4.1,66,10.7,Nainital
2022-05-18,21.2,13.9,0.7,53,10.9,Nainital
2022-05-19,22.4,14.8,0.0,52,11.0,Nainital
2022-05-20,23.9,16.1,1.0,49,12.9,Nainital
2022-05-21,22.6,14.6,0.3,46,15.1,Nainital
2022-05-22,19.5,11.5,11.2,62,8.5,Nainital
2022-05-23,15.3,10.4,12.6,77,15.8,Nainital
2022-05-24,16.4,9.5,7.0,76,9.4,Nainital
2022-05-25,18.2,9.7,2.7,68,9.8,Nainital
2022-05-26,18.3,11.7,2.0,65,7.4,Nainital
2022-05-27,19.7,13.5,3.3,70,11.1,Nainital
2022-05-28,19.5,12.5,4.4,80,8.0,Nainital
2022-05-29,20.5,12.9,5.1,82,9.3,Nainital
2022-05-30,22.0,12.5,0.2,77,11.2,Nainital
2022-05-31,21.6,13.5,0.3,63,10.2,Nainital
2022-06-01,23.8,13.2,0.0,53,11.9,Nainital
2022-06-02,24.1,16.2,0.0,36,14.8,Nainital
2022-06-03,24.2,16.5,0.0,33,13.1,Nainital
2022-06-04,24.3,14.3,0.0,34,13.0,Nainital
2022-06-05,25.3,16.5,0.0,37,15.3,Nainital
2022-06-06,24.9,15.5,0.0,41,13.5,Nainital
2022-06-07,24.4,17.5,0.0,48,14.3,Nainital
2022-06-08,25.1,16.5,0.3,47,14.8,Nainital
2022-06-09,24.3,16.9,0.0,45,13.1,Nainital
2022-06-10,24.6,15.8,0.2,48,15.5,Nainital
2022-06-11,24.9,17.0,1.5,50,15.3,Nainital
2022-06-12,25.1,16.8,0.3,49,14.8,Nainital
2022-06-13,26.2,17.3,0.0,42,14.1,Nainital
2022-06-14,26.1,17.3,0.0,46,14.6,Nainital
2022-06-15,26.2,15.4,0.3,56,14.4,Nainital
2022-06-16,22.7,15.9,6.8,64,11.3,Nainital
2022-06-17,21.2,13.4,6.0,79,9.2,Nainital
2022-06-18,22.2,12.6,0.8,72,9.2,Nainital
2022-06-19,20.3,13.6,1.9,71,7.8,Nainital
2022-06-20,18.6,11.9,9.7,82,8.0,Nainital
2022-06-21,19.2,10.7,5.0,80,10.0,Nainital
2022-06-22,21.2,11.7,2.0,79,7.9,Nainital
2022-06-23,21.8,13.8,1.2,74,9.9,Nainital
2022-06-24,20.4,13.7,2.5,76,8.2,Nainital
2022-06-25,21.4,14.0,7.1,75,8.9,Nainital
2022-06-26,21.0,14.3,11.7,89,7.3,Nainital
2022-06-27,21.0,14.8,5.6,89,8.1,Nainital
2022-06-28,21.3,15.3,5.3,90,9.7,Nainital
2022-06-29,19.9,15.3,22.3,95,7.4,Nainital
2022-06-30,18.8,14.8,34.4,90,11.7,Nainital
2023-04-01,9.5,3.7,11.7,86,11.2,Nainital
2023-04-02,11.4,4.0,0.8,80,10.7,Nainital
2023-04-03,15.3,5.5,0.3,58,12.1,Nainital
2023-04-04,13.2,7.1,3.6,61,7.6,Nainital
2023-04-05,15.4,5.4,0.0,50,10.7,Nainital
2023-04-06,15.7,4.4,0.0,48,11.8,Nainital
2023-04-07,17.8,5.1,0.0,53,9.3,Nainital
2023-04-08,17.4,6.4,0.2,49,10.8,Nainital
2023-04-09,17.3,9.3,1.0,47,10.1,Nainital
2023-04-10,18.1,7.0,0.0,42,12.5,Nainital
2023-04-11,19.5,6.8,0.0,45,9.8,Nainital
2023-04-12,20.3,9.0,0.0,40,12.2,Nainital
2023-04-13,21.1,10.4,0.0,37,10.4,Nainital
2023-04-14,21.9,13.0,0.0,32,12.0,Nainital
2023-04-15,22.0,13.4,0.8,35,9.9,Nainital
2023-04-16,21.9,12.3,0.0,34,11.2,Nainital
2023-04-17,23.2,11.8,0.0,36,11.4,Nainital
2023-04-18,23.7,13.0,0.0,36,11.6,Nainital
2023-04-19,22.5,10.7,0.2,43,13.6,Nainital
2023-04-20,15.3,9.4,1.6,65,11.3,Nainital
2023-04-21,17.7,6.6,12.0,62,10.9,Nainital
2023-04-22,16.7,6.2,0.4,45,8.5,Nainital
2023-04-23,17.4,8.1,3.3,39,13.8,Nainital
2023-04-24,14.3,6.5,7.2,59,10.7,Nainital
2023-04-25,16.0,5.7,0.6,65,9.0,Nainital
2023-04-26,16.5,8.9,4.6,61,10.0,Nainital
2023-04-27,15.7,9.4,4.1,58,6.8,Nainital
2023-04-28,17.0,9.5,0.1,55,8.4,Nainital
2023-04-29,18.4,9.3,7.1,64,10.7,Nainital
2023-04-30,14.6,7.5,15.6,80,12.3,Nainital
2023-05-01,12.5,7.2,12.9,86,12.9,Nainital
2023-05-02,12.8,6.0,11.6,85,7.0,Nainital
2023-05-03,13.5,6.2,5.7,78,11.1,Nainital
2023-05-04,14.6,5.5,2.7,83,6.9,Nainital
2023-05-05,15.1,8.0,0.6,78,9.0,Nainital
2023-05-06,19.0,9.2,0.3,62,13.2,Nainital
2023-05-07,19.2,8.4,0.5,53,11.5,Nainital
2023-05-08,18.1,8.0,1.2,47,11.2,Nainital
2023-05-09,18.2,8.7,0.8,42,10.8,Nainital
2023-05-10,18.7,8.9,0.0,41,11.1,Nainital
2023-05-11,19.9,9.7,0.0,45,8.4,Nainital
2023-05-12,21.7,9.9,0.0,44,11.1,Nainital
2023-05-13,22.6,11.4,0.0,40,10.9,Nainital
2023-05-14,21.4,14.1,1.5,41,10.1,Nainital
2023-05-15,22.1,12.7,2.1,39,11.8,Nainital
2023-05-16,24.2,11.2,0.0,38,16.0,Nainital
2023-05-17,22.9,15.7,0.2,36,14.1,Nainital
2023-05-18,22.9,10.8,0.0,47,17.7,Nainital
2023-05-19,21.4,10.6,0.0,48,14.8,Nainital
2023-05-20,21.3,12.1,0.7,50,14.1,Nainital
2023-05-21,23.7,12.1,0.0,44,13.2,Nainital
2023-05-22,24.0,15.0,0.2,41,11.9,Nainital
2023-05-23,22.9,14.0,1.4,60,12.4,Nainital
2023-05-24,18.2,12.2,14.1,76,8.8,Nainital
2023-05-25,16.6,9.3,25.0,81,11.3,Nainital
2023-05-26,16.9,7.9,1.5,81,9.7,Nainital
2023-05-27,19.7,9.0,0.3,71,9.5,Nainital
2023-05-28,19.8,11.8,0.0,54,8.2,Nainital
2023-05-29,19.3,10.0,6.3,71,9.4,Nainital
2023-05-30,19.9,11.3,4.5,72,11.0,Nainital
2023-05-31,17.5,10.6,17.7,74,14.1,Nainital
2023-06-01,20.2,11.4,0.9,62,7.7,Nainital
2023-06-02,19.4,10.9,0.2,56,9.3,Nainital
2023-06-03,20.0,10.6,0.1,54,9.4,Nainital
2023-06-04,22.8,11.3,0.0,50,10.3,Nainital
2023-06-05,19.7,13.3,2.3,61,7.1,Nainital
2023-06-06,19.7,13.0,7.4,58,8.0,Nainital
2023-06-07,21.5,13.4,0.4,49,7.3,Nainital
2023-06-08,23.4,12.6,0.3,47,9.4,Nainital
2023-06-09,24.3,13.1,0.8,45,7.4,Nainital
2023-06-10,24.4,15.0,0.0,46,10.2,Nainital
2023-06-11,24.3,15.9,0.6,55,10.6,Nainital
2023-06-12,24.1,13.9,0.2,63,10.3,Nainital
2023-06-13,25.5,15.1,0.7,57,17.4,Nainital
2023-06-14,24.0,14.3,2.5,60,18.2,Nainital
2023-06-15,23.5,15.1,0.7,60,17.7,Nainital
2023-06-16,23.6,13.6,0.4,62,12.4,Nainital
2023-06-17,23.6,15.2,0.2,65,12.9,Nainital
2023-06-18,23.2,15.7,7.2,70,9.8,Nainital
2023-06-19,22.8,15.0,2.4,70,9.5,Nainital
2023-06-20,22.3,15.2,10.3,81,7.5,Nainital
2023-06-21,21.1,14.0,13.2,85,7.3,Nainital
2023-06-22,21.0,14.8,5.2,89,8.7,Nainital
2023-06-23,20.9,15.6,4.9,90,7.6,Nainital
2023-06-24,21.1,15.4,2.9,89,9.4,Nainital
2023-06-25,19.7,15.4,21.8,90,7.0,Nainital
2023-06-26,20.0,14.2,6.4,86,11.2,Nainital
2023-06-27,20.6,14.6,1.9,80,9.8,Nainital
2023-06-28,20.1,14.9,10.3,86,7.4,Nainital
2023-06-29,19.4,13.7,20.1,90,5.8,Nainital
2023-06-30,18.8,14.3,40.9,93,5.5,Nainital
2024-04-01,18.1,7.7,0.0,54,10.6,Nainital
2024-04-02,18.9,7.0,0.0,47,11.1,Nainital
2024-04-03,19.8,6.8,0.0,34,13.4,Nainital
2024-04-04,19.1,7.2,0.5,42,15.3,Nainital
2024-04-05,19.7,10.5,0.9,36,17.3,Nainital
2024-04-06,19.3,9.4,0.3,34,13.1,Nainital
2024-04-07,18.9,9.2,0.0,30,12.0,Nainital
2024-04-08,19.2,9.9,0.0,27,14.3,Nainital
2024-04-09,19.2,9.1,0.1,29,10.8,Nainital
2024-04-10,20.8,9.4,0.0,27,11.9,Nainital
2024-04-11,21.1,10.8,2.4,31,14.2,Nainital
2024-04-12,20.1,10.2,0.2,33,10.4,Nainital
2024-04-13,20.5,13.1,0.2,32,9.4,Nainital
2024-04-14,19.7,11.3,0.0,41,11.4,Nainital
2024-04-15,20.2,11.8,0.2,52,11.9,Nainital
2024-04-16,20.6,9.3,0.0,54,13.8,Nainital
2024-04-17,20.8,7.3,0.0,52,12.8,Nainital
2024-04-18,21.4,9.1,0.0,47,17.8,Nainital
2024-04-19,22.0,9.6,0.5,45,16.3,Nainital
2024-04-20,21.6,10.2,0.0,38,14.3,Nainital
2024-04-21,21.5,11.1,0.0,39,13.8,Nainital
2024-04-22,19.9,9.0,0.0,39,13.8,Nainital
2024-04-23,20.6,12.2,0.0,32,13.4,Nainital
2024-04-24,21.0,8.9,0.0,36,16.5,Nainital
2024-04-25,22.4,9.7,0.0,33,13.8,Nainital
2024-04-26,24.0,11.5,0.0,29,18.0,Nainital
2024-04-27,21.6,9.0,2.9,49,9.8,Nainital
2024-04-28,21.5,10.8,0.0,35,13.0,Nainital
2024-04-29,22.3,11.0,0.0,35,15.3,Nainital
2024-04-30,22.2,8.8,0.0,43,15.2,Nainital
2024-05-01,19.1,6.7,0.2,38,18.4,Nainital
2024-05-02,20.9,4.9,0.0,36,11.9,Nainital
2024-05-03,22.8,8.3,0.0,35,11.8,Nainital
2024-05-04,24.5,12.4,0.1,34,16.9,Nainital
2024-05-05,24.8,13.0,0.0,29,14.9,Nainital
2024-05-06,23.0,14.5,0.1,30,10.0,Nainital
2024-05-07,20.3,13.7,2.5,47,12.2,Nainital
2024-05-08,19.2,10.5,5.4,69,8.9,Nainital
2024-05-09,18.9,10.8,4.0,74,9.7,Nainital
2024-05-10,20.1,10.6,1.3,69,10.1,Nainital
2024-05-11,18.8,11.2,8.4,77,10.0,Nainital
2024-05-12,19.4,10.7,9.3,76,9.4,Nainital
2024-05-13,20.5,12.3,0.5,61,13.7,Nainital
2024-05-14,22.4,11.5,0.0,41,12.1,Nainital
2024-05-15,23.4,16.0,0.0,27,9.5,Nainital
2024-05-16,24.7,13.8,0.0,34,10.9,Nainital
2024-05-17,25.2,14.5,0.0,38,10.5,Nainital
2024-05-18,25.8,15.9,0.0,34,15.0,Nainital
2024-05-19,24.7,17.7,0.0,38,14.7,Nainital
2024-05-20,23.1,14.0,2.2,57,11.2,Nainital
2024-05-21,21.8,13.0,1.1,66,9.7,Nainital
2024-05-22,21.1,13.1,2.3,73,9.0,Nainital
2024-05-23,20.8,13.2,6.3,77,8.1,Nainital
2024-05-24,21.7,14.7,3.2,71,7.5,Nainital
2024-05-25,22.5,14.2,2.0,74,8.6,Nainital
2024-05-26,23.0,15.2,0.8,64,7.8,Nainital
2024-05-27,24.9,15.5,0.8,57,12.4,Nainital
2024-05-28,25.8,15.3,0.0,38,13.9,Nainital
2024-05-29,26.9,16.4,0.0,32,12.4,Nainital
2024-05-30,26.9,18.4,0.0,33,13.0,Nainital
2024-05-31,27.2,16.6,0.0,31,15.3,Nainital
2024-06-01,26.5,17.5,0.0,33,14.9,Nainital
2024-06-02,23.5,17.1,0.8,45,13.0,Nainital
2024-06-03,23.0,15.1,0.6,53,10.8,Nainital
2024-06-04,23.1,15.5,1.0,48,12.9,Nainital
2024-06-05,24.4,14.9,3.4,54,15.5,Nainital
2024-06-06,23.6,14.4,0.0,51,14.8,Nainital
2024-06-07,24.7,14.5,0.0,47,13.8,Nainital
2024-06-08,26.0,16.6,0.0,39,15.1,Nainital
2024-06-09,25.7,14.1,0.0,39,13.0,Nainital
2024-06-10,26.5,18.5,0.0,27,15.0,Nainital
2024-06-11,27.3,18.6,0.0,26,15.7,Nainital
2024-06-12,26.9,17.3,0.0,30,15.9,Nainital
2024-06-13,27.7,16.7,0.0,33,14.8,Nainital
2024-06-14,28.0,16.5,0.0,32,15.0,Nainital
2024-06-15,27.7,16.3,0.0,35,15.7,Nainital
2024-06-16,27.8,16.9,0.0,39,16.2,Nainital
2024-06-17,28.1,18.1,0.0,37,16.8,Nainital
2024-06-18,27.8,18.1,0.0,38,18.8,Nainital
2024-06-19,26.8,18.9,1.2,47,16.5,Nainital
2024-06-20,22.1,16.4,1.6,65,8.6,Nainital
2024-06-21,23.0,15.1,1.0,73,11.8,Nainital
2024-06-22,21.3,15.3,4.3,80,8.4,Nainital
2024-06-23,22.9,15.3,6.7,82,8.6,Nainital
2024-06-24,21.9,15.2,13.2,83,9.5,Nainital
2024-06-25,21.6,15.6,5.3,84,7.3,Nainital
2024-06-26,22.2,14.7,7.2,88,8.6,Nainital
2024-06-27,19.1,15.5,11.7,91,9.3,Nainital
2024-06-28,21.7,14.9,4.3,88,7.4,Nainital
2024-06-29,20.2,14.6,6.7,91,7.2,Nainital
2024-06-30,19.8,15.7,11.9,91,6.3,Nainital
