date,district,ndvi_raw,ndvi
2022-04-23,Nainital,6461.225270247218,0.6461225270247218
2022-05-09,Nainital,6301.396570024196,0.6301396570024196
2022-05-25,Nainital,7019.285991369779,0.7019285991369779
2022-06-10,Nainital,6377.084947024593,0.6377084947024593
2022-06-26,Nainital,3427.163222370343,0.3427163222370343
2023-04-07,Nainital,6200.766074260337,0.6200766074260337
2023-04-23,Nainital,6514.092790669757,0.6514092790669757
2023-05-09,Nainital,6905.980212407049,0.6905980212407049
2023-05-25,Nainital,7264.075192221425,0.7264075192221425
2023-06-10,Nainital,7043.2441552036435,0.7043244155203644
2023-06-26,Nainital,3275.0256000404356,0.32750256000404354
2024-04-06,Nainital,6299.405670927023,0.6299405670927023
2024-04-22,Nainital,5909.491521408131,0.5909491521408131
2024-05-08,Nainital,6064.99219742104,0.606499219742104
2024-05-24,Nainital,6288.6359702048885,0.6288635970204889
2024-06-09,Nainital,6602.251413625138,0.6602251413625139
2024-06-25,Nainital,3624.1293806584513,0.3624129380658451
